LoanID,MemberID,LoanAmount,FundedAmount,Term,IntRate,Installment,Grade,SubGrade,IssueDate,LoanStatus,Purpose,ApplicationType,DTI,TotalPayment,LastPaymentDate
LN-00176,MB-0065,2164000.0,1992400.0,60,15.52,38360.34,C,C5,2022-08-25,Fully Paid,Wedding,Individual,28.27,2248217.49,2027-08-15
LN-00177,MB-0293,316000.0,298900.0,24,11.14,13841.56,B,B5,2023-05-03,LATE,Wedding,Individual,15.39,129229.89,2024-07-15
LN-00178,MB-0125,1163000.0,1051100.0,60,12.93,19783.45,B,B2,2023-09-09,CURRENT,Debt Consolidation,Joint,13.57,377850.78,2027-04-10
LN-00179,MB-0241,521000.0,518700.0,36,12.78,16249.72,B,B4,2021-07-06,Fully Paid,Business Expansion,Individual,34.16,637040.74,2024-06-11
LN-00180,MB-0260,1573000.0,1570100.0,24,10.8,72486.28,B,B3,2021-08-22,Fully Paid,Debt Consolidation,Joint,24.7,1907698.22,2023-08-30
LN-00181,MB-0146,2868000.0,2687100.0,12,14.6,256618.05,C,C5,2024-08-07,Fully Paid,Vehicle Purchase,Individual,44.32,2998815.33,05-08-2025
LN-00182,MB-0340,1367000.0,1285800.0,24,8.02,57871.72,A,A5,2021-12-04,Charged Off,Home Renovation,Joint,32.29,269832.1,2022-06-16
LN-00183,MB-0255,1648000.0,1494300.0,24,12.58,70095.12,B,B2,2024-08-13,Current,Vehicle Purchase,Joint,13.12,874845.13,2025-01-27
LN-00184,MB-0057,938000.0,863100.0,60,9.86,15803.36,A,A3,2022-04-01,Current,Education,Joint,42.43,470830.58,2025-05-31
LN-00185,MB-0335,1855000.0,1675700.0,60,22.68,34262.48,E,E1,2021-05-24,Fully Paid,Home Renovation,Individual,13.51,1878805.47,2026-05-07
LN-00186,MB-0104,1830000.0,1671100.0,36,10.7,51386.32,B,B3,2024-07-02,CURRENT,Medical Emergency,Joint,5.1,685975.73,2026-08-23
LN-00187,MB-0226,1682000.0,1514700.0,12,15.7,146042.33,C,C3,2021-07-07,Late,Education,Joint,11.79,1044419.06,2022-03-31
LN-00188,MB-0101,879000.0,856600.0,60,21.24,17309.03,E,E2,2023-03-23,FULLY PAID,Agriculture,Joint,31.89,448043.19,03-04-2025
LN-00189,MB-0183,1075000.0,1046200.0,48,10.97,24186.84,B,B2,2023-05-21,Late,Wedding,Individual,34.87,467971.54,2023-12-30
LN-00190,MB-0063,1800000.0,1771500.0,36,11.81,55019.84,B,B4,2022-09-12,Fully Paid,Education,Individual,2.08,1925927.89,2025-08-13
LN-00191,MB-0240,608000.0,553300.0,48,11.02,12797.37,B,B4,2022-10-13,Fully Paid,Education,Individual,40.57,587649.27,2026-10-08
LN-00192,MB-0301,1955000.0,1854500.0,12,10.55,170845.81,B,B4,2022-02-13,Fully Paid,Business Expansion,Joint,41.99,1984413.07,2023-02-07
LN-00193,MB-0294,1146000.0,1086400.0,12,10.44,99985.01,A,A3,2022-09-21,Fully Paid,Business Expansion,Individual,8.78,1317750.36,2023-08-30
LN-00194,MB-0131,826000.0,758500.0,12,8.4,68517.83,A,A1,2023-01-31,Fully Paid,Wedding,Individual,21.84,793635.25,2024-01-12
LN-00195,MB-0012,1085000.0,1010500.0,48,21.74,25628.81,E,E2,2023-03-15,Fully Paid,Agriculture,Joint,42.04,1166643.92,2027-03-07
LN-00196,MB-0092,673000.0,609000.0,24,17.88,29912.05,D,D4,2022-05-17,Default,Vehicle Purchase,Joint,26.72,358776.67,2022-06-22
LN-00197,MB-0081,2463000.0,2432100.0,48,18.64,60113.4,D,D4,2022-02-23,fully paid,Medical Emergency,Individual,33.32,1136667.63,2024-01-19
LN-00198,MB-0035,896000.0,877200.0,36,9.89,26776.53,A,A1,2021-11-29,fully paid,Medical Emergency,Individual,31.6,653931.29,2023-01-10
LN-00199,MB-0326,2691000.0,2453600.0,48,11.4,56943.97,B,B4,2023-02-24,Fully Paid,Wedding,Joint,43.59,2773677.21,2027-02-07
LN-00200,MB-0143,174000.0,164400.0,24,16.96,8011.76,D,D5,2024-06-02,Fully Paid,Debt Consolidation,Individual,18.76,203174.34,18-05-2026
LN-00201,MB-0042,2007000.0,1964800.0,60,8.82,35634.92,A,A4,2021-07-29,Late,Home Renovation,Joint,34.8,893729.26,23-04-2024
LN-00202,MB-0258,2455000.0,2345200.0,60,9.05,42624.01,A,A1,2023-05-04,Fully Paid,Home Renovation,Individual,7.89,2685068.29,2028-04-13
LN-00203,MB-0058,1738000.0,1601500.0,36,9.53,48725.64,A,A1,2024-03-22,Fully Paid,Medical Emergency,Joint,14.44,1868700.17,2027-03-19
LN-00204,MB-0254,389000.0,369900.0,60,11.37,6865.96,B,B3,2022-05-22,Fully Paid,Wedding,Joint,15.25,457548.77,2027-04-22
LN-00205,MB-0105,1961000.0,1923700.0,60,7.55,34482.32,A,A5,2024-12-11,Fully Paid,Wedding,Joint,13.07,2166831.34,2029-11-01
LN-00206,MB-0095,2078000.0,1879200.0,24,13.37,88768.71,B,B5,2024-11-04,Fully Paid,Medical Emergency,Joint,18.86,2201353.37,2026-10-30
LN-00207,MB-0073,2978000.0,2818900.0,12,21.22,284755.88,E,E3,2024-02-18,Late,Medical Emergency,Joint,33.94,1501669.19,2024-08-25
LN-00208,MB-0095,552000.0,505400.0,60,18.09,9947.11,D,D2,2021-07-29,Current,Vehicle Purchase,Joint,22.57,208141.81,2023-02-26
LN-00209,MB-0223,87000.0,85800.0,48,9.86,1963.75,A,A4,2022-04-13,Fully Paid,Agriculture,Joint,6.04,99001.21,2026-04-04
LN-00210,MB-0110,1743000.0,1574300.0,12,22.79,161090.25,E,E3,2024-07-11,Current,Education,Joint,27.41,484990.02,2025-04-03
LN-00211,MB-0098,2369000.0,2289300.0,36,9.3,69505.69,A,A5,2022-08-17,Current,Vehicle Purchase,Individual,41.64,518989.55,2023-06-03
LN-00212,MB-0331,2815000.0,2752500.0,48,8.85,62418.67,A,A3,2024-03-06,Fully Paid,Business Expansion,Individual,22.08,3277863.18,2028-02-02
LN-00213,MB-0342,2990000.0,2824200.0,12,12.4,264533.4,B,B3,2021-04-29,FULLY PAID,Agriculture,Individual,9.46,600093.05,2022-01-30
LN-00214,MB-0045,2350000.0,2252800.0,24,11.52,104680.11,B,B2,2023-05-02,Fully Paid,Vehicle Purchase,Individual,29.11,2612273.87,2025-04-28
LN-00215,MB-0007,2567000.0,2530700.0,48,9.59,57779.04,A,A1,2021-07-22,current,Debt Consolidation,Joint,43.54,1231328.12,2022-01-02
LN-00216,MB-0054,1993000.0,1893000.0,48,12.9,44524.94,B,B4,2021-08-26,Current,Medical Emergency,Individual,27.72,1181141.86,2024-02-04
LN-00217,MB-0002,1087000.0,1029200.0,12,17.39,100681.49,D,D2,2024-06-16,Fully Paid,Debt Consolidation,Individual,34.73,1151679.12,2025-06-26
LN-00218,MB-0075,947000.0,937800.0,12,15.61,90349.21,C,C4,2021-01-29,Fully Paid,Wedding,Individual,42.72,1152915.24,2022-01-14
LN-00219,MB-0196,2939000.0,2871300.0,60,18.26,56593.32,D,D5,2021-07-26,Fully Paid,Vehicle Purchase,Individual,43.04,3459296.12,2026-06-21
LN-00220,MB-0148,1607000.0,1574200.0,12,23.31,161762.17,E,E1,2021-01-02,Fully Paid,Business Expansion,Joint,9.02,1724989.5,2021-12-17
LN-00221,MB-0278,2641000.0,2602200.0,48,15.02,62355.22,C,C5,2021-09-05,Fully Paid,Wedding,Individual,8.16,2686709.67,2025-08-11
LN-00222,MB-0225,2935000.0,2679500.0,24,14.44,127767.49,C,C3,2024-11-02,Fully Paid,Medical Emergency,Individual,31.39,2816498.49,2026-10-26
LN-00223,MB-0011,645000.0,600300.0,12,14.42,57238.61,C,C1,2022-08-01,Late,Education,Joint,6.22,164818.12,2023-02-25
LN-00224,MB-0107,319000.0,308400.0,12,7.88,27725.16,A,A1,2021-04-18,Late,Home Renovation,Joint,21.51,135220.04,2021-09-18
LN-00225,MB-0178,1118000.0,1101300.0,48,13.7,26087.04,C,C5,2022-08-21,Current,Medical Emergency,Individual,20.0,886340.95,2025-05-31
LN-00226,MB-0046,235000.0,221900.0,48,21.27,5606.21,E,E4,2021-07-31,Fully Paid,Debt Consolidation,Individual,13.12,276897.35,2025-07-20
LN-00227,MB-0176,1693000.0,1646200.0,12,13.27,155387.56,B,B1,2022-09-23,Fully Paid,Agriculture,Joint,30.38,2024513.81,2023-10-05
LN-00228,MB-0072,1939000.0,1914300.0,48,9.63,43721.81,A,A3,2022-07-17,Charged Off,Wedding,Joint,36.32,911694.85,2023-12-08
LN-00229,MB-0350,1929000.0,1927500.0,36,14.63,61374.81,C,C1,2024-03-26,Current,Debt Consolidation,Joint,19.83,910556.46,2024-12-12
LN-00230,MB-0299,2000000.0,1914100.0,24,14.22,91095.21,C,C4,2023-11-05,Current,Vehicle Purchase,Joint,28.95,1362707.06,2024-01-12
LN-00231,MB-0106,216000.0,200800.0,12,16.17,19439.11,C,C2,2022-09-04,Fully Paid,Home Renovation,Individual,12.16,212796.99,2023-08-23
LN-00232,MB-0271,1116000.0,1020200.0,36,18.46,33570.25,D,D3,2021-03-31,Fully Paid,Debt Consolidation,Joint,11.65,1127737.74,2024-03-09
LN-00233,MB-0082,2840000.0,2811900.0,24,18.29,138591.52,D,D4,2023-03-16,CHARGED OFF,Medical Emergency,Joint,30.12,1226238.66,2024-01-12
LN-00234,MB-0285,1877000.0,1749200.0,12,11.83,163010.86,B,B2,2024-07-19,Current,Wedding,Joint,39.35,605061.91,2025-02-13
LN-00235,MB-0183,295000.0,291000.0,60,19.13,5777.8,D,D4,2024-01-22,Current,Agriculture,Individual,3.28,146867.14,2027-10-11
LN-00236,MB-0251,2325000.0,2143200.0,48,22.83,54843.6,E,E4,2022-08-22,Current,Agriculture,Individual,31.89,856303.44,2025-06-24
LN-00237,MB-0102,1062000.0,966000.0,36,23.25,33072.08,E,E4,2021-10-28,Fully Paid,Education,Individual,10.31,1052728.21,2024-10-24
LN-00238,MB-0233,2306000.0,2231900.0,60,21.53,45207.13,E,E3,2021-01-27,Fully Paid,Debt Consolidation,Joint,30.31,2737611.69,2025-12-13
LN-00239,MB-0145,455000.0,426100.0,36,8.53,12845.73,A,A3,2023-05-25,Fully Paid,Medical Emergency,Joint,23.85,486165.25,2026-04-21
LN-00240,MB-0135,1522000.0,1508600.0,24,13.16,71130.49,B,B4,2021-07-21,Fully Paid,Wedding,Individual,28.16,1584136.7,2023-07-22
LN-00241,MB-0341,1304000.0,1301700.0,24,7.64,58381.25,A,A2,2021-06-25,Fully Paid,Education,Individual,16.78,1482486.97,2023-06-04
LN-00242,MB-0112,1437000.0,1427300.0,36,15.86,45935.27,C,C3,2022-12-06,Fully Paid,Wedding,Individual,10.91,1682083.52,2025-11-29
LN-00243,MB-0308,2877000.0,2618700.0,60,15.67,50484.17,C,C3,2024-11-03,Fully Paid,Medical Emergency,Joint,15.65,3156261.65,2029-10-17
LN-00244,MB-0155,603000.0,553400.0,24,19.08,27457.86,D,D1,2023-05-21,fully paid,Business Expansion,Individual,31.12,345404.25,2023-07-06
LN-00245,MB-0305,862000.0,778300.0,60,14.31,14827.91,C,C3,2021-10-07,Current,Wedding,Individual,3.77,170856.83,2025-05-31
LN-00246,MB-0068,2842000.0,2558700.0,48,12.59,60017.51,B,B3,2021-08-02,Current,Home Renovation,Joint,23.76,1757271.74,2024-06-06
LN-00247,MB-0263,1536000.0,1525400.0,36,11.3,47160.28,B,B2,2023-07-31,late,Education,Individual,12.29,451896.24,2023-12-02
LN-00248,MB-0064,152000.0,150800.0,48,10.11,3459.29,A,A2,2022-03-09,Charged Off,Wedding,Individual,30.22,56915.21,2023-12-08
LN-00249,MB-0022,2423000.0,2417700.0,12,12.7,227062.32,B,B2,2021-08-29,Current,Education,Individual,20.96,1593746.35,2021-10-01
LN-00250,MB-0294,1306000.0,1230400.0,48,8.22,27740.39,A,A3,2023-11-26,Fully Paid,Business Expansion,Joint,24.33,1259799.0,2027-10-23
LN-00251,MB-0304,756000.0,681600.0,12,10.32,62661.76,A,A1,2023-08-11,Current,Wedding,Individual,14.29,350218.59,2024-05-07
LN-00252,MB-0096,387000.0,371300.0,48,16.24,8991.65,C,C3,2023-05-20,CURRENT,Agriculture,Joint,43.63,279118.47,2024-03-11
LN-00253,MB-0216,2790000.0,2714700.0,12,12.26,253960.19,B,B5,2022-03-22,Current,Education,Joint,20.9,2380207.21,2022-05-24
LN-00254,MB-0057,567000.0,538700.0,12,8.84,48860.09,A,A5,2022-02-25,Fully Paid,Medical Emergency,Joint,15.85,662491.79,2023-02-17
LN-00255,MB-0151,677000.0,650500.0,60,8.08,11717.67,A,A4,2022-03-14,Current,Medical Emergency,Joint,7.66,518453.92,2024-07-02
LN-00256,MB-0025,570000.0,565200.0,36,12.55,17670.35,B,B3,2022-07-11,Charged Off,Agriculture,Individual,18.4,95344.44,2024-05-30
LN-00257,MB-0279,600000.0,597700.0,12,8.13,53857.75,A,A4,2024-02-01,Current,Medical Emergency,Joint,37.38,402853.58,2024-03-29
LN-00258,MB-0335,181000.0,165900.0,36,16.1,5350.27,C,C5,2024-07-12,Current,Vehicle Purchase,Joint,5.36,38519.54,2025-06-19
LN-00259,MB-0061,2358000.0,2252600.0,12,12.74,211631.77,B,B3,2024-05-24,Current,Medical Emergency,Individual,42.93,819645.38,2024-07-15
LN-00260,MB-0295,1052000.0,975100.0,24,10.1,44732.71,A,A4,2023-11-24,Current,Business Expansion,Individual,43.31,215960.4,2025-01-03
LN-00261,MB-0284,2687000.0,2544100.0,12,21.62,257844.54,E,E4,2024-08-24,Fully Paid,Education,Individual,5.7,2773081.11,2025-08-05
LN-00262,MB-0210,1994000.0,1858200.0,24,14.85,88922.61,C,C5,2022-01-05,Fully Paid,Wedding,Joint,21.15,2053422.15,2023-12-11
LN-00263,MB-0234,2308000.0,2200900.0,60,19.1,43687.86,D,D1,2024-06-02,Fully Paid,Debt Consolidation,Individual,26.4,2517365.13,2029-04-23
LN-00264,MB-0216,986000.0,901700.0,36,15.58,28949.58,C,C3,2022-12-05,Current,Home Renovation,Joint,17.98,372276.14,2024-12-30
LN-00265,MB-0029,1241000.0,1223800.0,60,12.17,22878.94,B,B5,2022-07-15,FULLY PAID,Medical Emergency,Individual,17.59,839106.01,20-04-2026
LN-00266,MB-0271,583000.0,578000.0,60,7.77,10381.84,A,A5,2021-07-30,Current,Home Renovation,Individual,41.55,136519.34,2021-09-19
LN-00267,MB-0079,511000.0,486900.0,60,11.69,9063.64,B,B2,2022-07-24,Fully Paid,Vehicle Purchase,Joint,22.59,559234.5,09-07-2027
LN-00268,MB-0224,1379000.0,1318700.0,60,17.49,25822.34,D,D5,2024-12-28,Late,Education,Individual,30.0,575421.53,2029-01-28
LN-00269,MB-0291,184000.0,167900.0,12,20.77,16897.74,E,E4,2022-04-22,fully paid,Agriculture,Joint,19.21,95907.38,2022-11-15
LN-00270,MB-0112,1269000.0,1206800.0,24,18.13,59399.7,D,D1,2024-09-26,Charged Off,Wedding,Joint,41.54,134798.51,15-03-2025
LN-00271,MB-0215,1199000.0,1166300.0,60,12.57,21881.73,B,B5,2023-08-23,Current,Business Expansion,Joint,32.71,1006636.97,2025-07-13
LN-00272,MB-0015,2610000.0,2409300.0,36,18.71,79446.67,D,D4,2021-08-16,Fully Paid,Debt Consolidation,Individual,44.34,2981615.53,2024-08-01
LN-00273,MB-0157,1789000.0,1757800.0,12,8.89,159505.7,A,A1,2022-10-05,Default,Vehicle Purchase,Individual,44.27,1053580.65,2023-03-20
LN-00274,MB-0274,828000.0,791600.0,36,7.72,23686.43,A,A5,2024-12-24,Late,Home Renovation,Joint,25.9,389046.45,2025-11-21
LN-00275,MB-0298,2140000.0,2065600.0,12,9.28,188107.31,A,A5,2023-12-27,Current,Business Expansion,Joint,16.55,1062850.33,2024-05-25
LN-00276,MB-0273,1053000.0,1034000.0,48,18.51,25529.03,D,D5,2023-04-18,Current,Business Expansion,Individual,38.25,599514.87,2023-09-12
LN-00277,MB-0225,1264000.0,1212400.0,48,11.08,28056.96,B,B4,2024-12-31,Current,Education,Individual,31.34,1078007.95,2025-03-26
LN-00278,MB-0010,750000.0,719100.0,48,8.13,16199.23,A,A3,2024-11-23,fully paid,Business Expansion,Joint,5.23,362720.16,2027-08-23
LN-00279,MB-0242,1172000.0,1107300.0,60,13.8,21001.79,C,C3,2023-07-17,current,Wedding,Joint,28.97,882531.26,2024-02-03
LN-00280,MB-0242,2073000.0,1992000.0,48,21.99,50625.85,E,E4,2022-08-13,Current,Education,Joint,41.98,917760.48,2024-01-09
LN-00281,MB-0201,1338000.0,1291500.0,24,11.11,59791.07,B,B4,2022-11-10,Fully Paid,Agriculture,Joint,16.86,1317778.6,2024-10-14
LN-00282,MB-0097,2822000.0,2575500.0,36,8.74,77794.41,A,A5,2023-01-03,Current,Wedding,Individual,43.28,2212408.84,2023-12-27
LN-00283,MB-0030,91000.0,88300.0,12,7.57,7915.36,A,A3,2023-12-10,Charged Off,Home Renovation,Joint,43.34,15079.11,2024-01-18
LN-00284,MB-0323,838000.0,831400.0,60,11.9,15505.61,B,B5,2022-12-16,fully paid,Agriculture,Individual,14.36,471391.29,2023-08-31
LN-00285,MB-0047,843000.0,791500.0,60,15.99,15301.01,C,C1,2022-04-26,Fully Paid,Home Renovation,Joint,24.19,933687.01,2027-04-16
LN-00286,MB-0325,292000.0,284700.0,24,17.02,13881.5,D,D1,2023-03-13,DEFAULT,Debt Consolidation,Individual,44.91,156658.08,2024-09-01
LN-00287,MB-0004,2943000.0,2709300.0,48,15.61,65254.62,C,C3,2022-09-26,Fully Paid,Wedding,Joint,40.17,3344311.53,2026-09-09
LN-00288,MB-0160,194000.0,188500.0,60,10.6,3474.68,B,B4,2021-09-14,Charged Off,Debt Consolidation,Joint,3.58,41383.93,2023-09-21
LN-00289,MB-0324,1374000.0,1368800.0,48,10.68,31562.25,B,B2,2024-01-12,Fully Paid,Vehicle Purchase,Individual,15.0,1627195.08,2028-01-05
LN-00290,MB-0058,2544000.0,2330600.0,24,20.52,117034.96,E,E2,2023-02-22,Charged Off,Wedding,Joint,13.13,390188.39,2023-08-05
LN-00291,MB-0010,2228000.0,2115000.0,12,12.45,198193.12,B,B3,2023-08-25,Current,Education,Individual,5.45,1819056.7,2024-05-13
LN-00292,MB-0164,2037000.0,1961300.0,60,9.93,35934.28,A,A5,2024-09-09,Fully Paid,Medical Emergency,Individual,24.81,2400389.17,2029-08-01
LN-00293,MB-0103,871000.0,801100.0,48,12.22,18729.05,B,B4,2022-04-24,Fully Paid,Education,Individual,30.95,842181.14,2026-03-31
LN-00294,MB-0073,1506000.0,1498900.0,24,11.23,69467.77,B,B2,07/06/2021,Current,Business Expansion,Individual,8.32,366675.48,2022-12-31
LN-00295,MB-0295,2277000.0,2073200.0,36,11.22,64050.36,B,B5,2023-12-21,Default,Debt Consolidation,Individual,27.34,1005048.1,2025-07-24
LN-00296,MB-0023,688000.0,658300.0,48,23.23,16900.48,E,E2,2023-08-20,Fully Paid,Debt Consolidation,Joint,20.52,778463.0,2027-07-29
LN-00297,MB-0136,2103000.0,1901800.0,48,14.57,45393.59,C,C4,2023-08-21,Fully Paid,Agriculture,Joint,3.11,1972621.06,2027-07-21
LN-00298,MB-0245,1048000.0,1008100.0,48,10.56,23219.9,B,B5,2023-01-21,Fully Paid,Debt Consolidation,Joint,26.05,1168519.12,2026-12-11
LN-00299,MB-0189,1187000.0,1182900.0,48,9.25,26923.3,A,A3,2021-03-25,Current,Vehicle Purchase,Individual,24.33,833053.59,2022-02-10
LN-00300,MB-0035,1153000.0,1111800.0,36,17.63,36328.06,D,D3,2022-02-18,Fully Paid,Medical Emergency,Individual,23.7,1258552.71,2025-02-17
LN-00301,MB-0039,2360000.0,2292200.0,12,20.85,230843.64,E,E5,2023-01-02,current,Agriculture,Joint,40.26,872102.04,2023-04-19
LN-00302,MB-0084,1743000.0,1719100.0,24,14.17,81779.02,C,C2,2021-01-13,Fully Paid,Wedding,Joint,13.44,2093860.78,2023-01-01
LN-00303,MB-0326,1951000.0,1876100.0,60,10.36,34507.73,A,A2,2021-01-20,Fully Paid,Medical Emergency,Joint,7.75,2273323.32,2025-12-08
LN-00304,MB-0036,1377000.0,1274600.0,12,7.92,114629.03,A,A3,2022-03-20,Late,Agriculture,Joint,23.77,716721.99,2022-07-20
LN-00305,MB-0207,1475000.0,1337100.0,12,8.77,121196.97,A,A5,2022-04-03,Current,Vehicle Purchase,Individual,41.79,878256.38,2022-11-17
LN-00306,MB-0051,2469000.0,2253000.0,60,13.79,42728.14,C,C1,2023-07-03,CHARGED OFF,Vehicle Purchase,Individual,26.93,360874.5,2024-03-06
LN-00307,MB-0305,2908000.0,2868600.0,12,15.38,275815.89,C,C1,2023-08-27,Default,Wedding,Individual,36.52,1279892.14,2023-09-27
LN-00308,MB-0006,2920000.0,2704600.0,36,21.13,91002.28,E,E1,2021-07-12,Charged Off,Home Renovation,Individual,41.43,1090794.37,2023-05-01
LN-00309,MB-0019,576000.0,521300.0,12,8.37,47077.73,A,A2,2023-02-15,Current,Wedding,Individual,33.48,310603.51,2023-04-15
LN-00310,MB-0296,1934000.0,1775600.0,60,13.02,33446.39,B,B5,2021-01-26,CURRENT,Medical Emergency,Joint,27.06,1018524.4,2023-12-12
LN-00311,MB-0323,805000.0,765600.0,60,10.1,14048.76,A,A1,2023-10-21,Fully Paid,Medical Emergency,Joint,18.56,824581.67,2028-09-08
LN-00312,MB-0014,1044000.0,985700.0,36,16.98,32029.77,D,D3,2021-07-02,Current,Wedding,Joint,17.69,789364.42,2022-06-06
LN-00313,MB-0249,1433000.0,1363900.0,36,10.59,41898.25,B,B4,2023-09-26,Fully Paid,Business Expansion,Individual,4.3,1550919.0,2026-09-20
LN-00314,MB-0083,1152000.0,1080700.0,12,9.46,98577.85,A,A1,2021-03-15,fully paid,Education,Individual,23.52,476980.29,2021-05-29
LN-00315,MB-0331,843000.0,839700.0,48,21.52,21258.41,E,E1,2024-04-03,CURRENT,Business Expansion,Joint,8.19,682928.34,2024-12-04
LN-00316,MB-0170,2147000.0,2124700.0,24,19.21,105535.62,D,D4,2021-06-04,Charged Off,Vehicle Purchase,Joint,35.03,1262340.37,2021-12-15
LN-00317,MB-0277,1503000.0,1401800.0,36,15.63,45025.04,C,C2,2022-07-19,Late,Education,Individual,21.78,571202.0,2023-08-25
LN-00318,MB-0139,838000.0,818900.0,36,10.82,25208.47,B,B1,2021-11-02,charged off,Debt Consolidation,Joint,6.08,409878.33,2022-07-02
LN-00319,MB-0242,914000.0,833100.0,60,10.0,15273.5,A,A3,2021-09-21,fully paid,Vehicle Purchase,Joint,22.0,189623.2,2024-08-28
LN-00320,MB-0082,885000.0,867700.0,24,12.31,40604.74,B,B2,2022-07-02,Fully Paid,Wedding,Joint,33.88,887341.28,2024-06-24
LN-00321,MB-0293,1334000.0,1268700.0,48,13.71,30054.97,C,C4,2024-11-06,FULLY PAID,Medical Emergency,Individual,17.39,966728.14,2025-04-09
LN-00322,MB-0174,648000.0,589600.0,36,7.72,17642.14,A,A5,2023-08-08,Charged Off,Home Renovation,Individual,23.57,79251.46,2025-06-29
LN-00323,MB-0159,2373000.0,2222300.0,60,14.48,42401.48,C,C5,2024-02-15,current,Business Expansion,Individual,2.37,1842368.48,2026-03-31
LN-00324,MB-0008,232000.0,221800.0,60,7.97,3991.29,A,A2,2023-01-28,Charged Off,Wedding,Joint,34.67,113604.23,2026-04-14
LN-00325,MB-0167,908000.0,907400.0,12,10.66,83677.4,B,B2,2021-06-08,Current,Vehicle Purchase,Individual,21.91,519974.71,2022-02-18
LN-00326,MB-0284,2087000.0,2086900.0,24,7.94,93858.33,A,A5,2023-04-12,FULLY PAID,Education,Individual,23.79,1844995.45,2024-11-25
LN-00327,MB-0216,1334000.0,1256400.0,48,9.9,28766.32,A,A4,2021-05-06,Default,Vehicle Purchase,Individual,38.7,578803.46,2021-07-15
LN-00328,MB-0093,2760000.0,2543300.0,60,18.1,50060.62,D,D3,2024-10-03,Current,Wedding,Joint,14.08,1548097.36,2026-10-28
LN-00329,MB-0220,381000.0,348500.0,24,12.34,16312.7,B,B3,2022-11-30,Fully Paid,Education,Joint,40.11,367044.13,2024-12-06
LN-00330,MB-0038,2606000.0,2544900.0,60,14.82,48700.9,C,C4,2023-01-17,Current,Business Expansion,Individual,5.94,1220857.86,2023-06-24
LN-00331,MB-0191,111000.0,109500.0,12,22.56,11183.6,E,E3,2023-02-07,Default,Debt Consolidation,Individual,23.9,57830.02,2023-04-27
LN-00332,MB-0316,1337000.0,1260100.0,24,9.5,57492.06,A,A3,2022-02-19,Fully Paid,Medical Emergency,Joint,23.21,1297383.02,2024-01-24
LN-00333,MB-0285,286000.0,271300.0,60,15.78,5235.19,C,C1,2023-02-11,Fully Paid,Wedding,Individual,30.04,316284.27,2027-12-29
LN-00334,MB-0278,1567000.0,1460500.0,48,12.61,34263.94,B,B1,2024-11-18,CURRENT,Vehicle Purchase,Individual,3.61,582855.12,2026-01-05
LN-00335,MB-0194,1680000.0,1545600.0,12,20.9,155719.2,E,E1,2024-03-03,Current,Wedding,Individual,38.84,1381418.92,11-11-2024
LN-00336,MB-0251,681000.0,677400.0,12,17.15,66131.18,D,D1,2021-06-03,current,Agriculture,Individual,19.46,320565.95,2022-03-06
LN-00337,MB-0295,1222000.0,1209000.0,60,9.79,22122.69,A,A1,2022-06-20,CURRENT,Business Expansion,Individual,27.8,528020.16,2022-08-20
LN-00338,MB-0299,910000.0,858300.0,60,12.36,16073.1,B,B4,2021-01-28,Fully Paid,Education,Individual,11.31,882744.31,2026-01-19
LN-00339,MB-0347,126000.0,117900.0,60,16.83,2295.71,D,D5,2022-01-18,Fully Paid,Agriculture,Individual,19.93,134982.37,2026-12-25
LN-00340,MB-0270,591000.0,576200.0,24,11.94,26874.93,B,B5,2022-01-18,Fully Paid,Wedding,Joint,38.91,642713.87,2024-01-19
LN-00341,MB-0115,2133000.0,1996900.0,48,18.81,49427.44,D,D4,2022-12-15,Fully Paid,Wedding,Individual,11.2,2079003.48,2026-11-26
LN-00342,MB-0265,2757000.0,2570600.0,36,8.06,77160.84,A,A3,2024-02-19,Fully Paid,Home Renovation,Individual,44.93,3097512.52,2027-02-11
LN-00343,MB-0316,1609000.0,1514400.0,12,9.61,138327.82,A,A5,2021-05-09,CURRENT,Agriculture,Individual,36.85,1113697.02,2021-10-28
LN-00344,MB-0136,2140000.0,1958500.0,48,13.02,46114.51,B,B5,2022-10-04,Current,Home Renovation,Individual,8.92,667234.66,2023-01-13
LN-00345,MB-0100,2106000.0,1940200.0,36,13.75,61304.93,C,C1,2022-12-10,Fully Paid,Business Expansion,Individual,22.26,2199677.97,2025-11-08
LN-00346,MB-0270,997000.0,919200.0,24,8.5,41555.5,A,A2,2021-05-19,Charged Off,Business Expansion,Joint,3.04,481274.29,2022-03-04
LN-00347,MB-0208,823000.0,759200.0,12,13.95,72092.37,C,C5,2022-07-01,Current,Agriculture,Individual,37.05,680588.83,2022-10-18
LN-00348,MB-0133,733000.0,725300.0,36,12.74,22713.98,B,B2,2022-07-05,Fully Paid,Business Expansion,Joint,2.16,818226.57,2025-06-17
LN-00349,MB-0229,2659000.0,2474000.0,12,10.08,226948.27,A,A4,2021-05-25,charged off,Wedding,Joint,39.92,735413.23,2022-01-15
LN-00350,MB-0166,2028000.0,1906400.0,48,12.05,44502.53,B,B5,2022-06-19,Current,Medical Emergency,Individual,25.15,1061956.8,24-07-2023
LN-00351,MB-0228,657000.0,622000.0,12,8.36,56166.6,A,A4,2021-11-04,Fully Paid,Education,Joint,21.55,708134.8,2022-11-06
